,Alley,Lot Shape,Land Contour,Overall Cond,Roof Style,Roof Matl,Exterior 1st,Exterior 2nd,Mas Vnr Type,Exter Qual,Exter Cond,Utilities,Lot Config,Land Slope,Neighborhood,Condition 1,Condition 2,Bldg Type,House Style,Overall Qual,Foundation,Bsmt Qual,Bsmt Cond,Bsmt Exposure,MS SubClass,MS Zoning,Street,BsmtFin Type 1,BsmtFin Type 2,Heating,Heating QC,Central Air,Electrical,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Type,Garage Finish,Garage Cars,Garage Qual,Garage Cond,Paved Drive,Pool QC,Fence,Misc Feature,Mo Sold,Sale Type,Year Built,Year Remod/Add,Garage Yr Blt,Yr Sold,Lot Frontage,Lot Area,Mas Vnr Area,BsmtFin SF 1,BsmtFin SF 2,Bsmt Unf SF,Total Bsmt SF,1st Flr SF,2nd Flr SF,Low Qual Fin SF,Gr Liv Area,Garage Area,Wood Deck SF,Open Porch SF,Enclosed Porch,3Ssn Porch,Screen Porch,Pool Area,Misc Val,SalePrice
1241,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,1,New,2009,2010,2010.0,2010,73.0,9803,0.0,0.0,0.0,1214.0,1214.0,1214,0,0,1214,520.0,0,25,0,0,0,0,0,179781
1242,missing,Reg,Lvl,5,Hip,CompShg,MetalSd,MetalSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,8,PConc,Gd,TA,No,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,6,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2006,2007,2007.0,2008,48.0,6240,176.0,846.0,0.0,496.0,1342.0,1342,0,0,1342,550.0,0,35,0,0,0,0,0,234250
1243,missing,IR1,Lvl,6,Hip,WdShake,Stone,HdBoard,None,Gd,TA,AllPub,Corner,Gtl,Timber,Norm,Norm,1Fam,1Story,8,CBlock,Gd,TA,Av,20,RL,Pave,ALQ,LwQ,GasA,TA,Y,SBrkr,1.0,0.0,2,0,2,1,Gd,10,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,5,COD,1976,1976,1976.0,2008,0.0,15498,0.0,1165.0,400.0,0.0,1565.0,2898,0,0,2898,665.0,0,72,174,0,0,0,0,287000
1244,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,missing,Gd,TA,AllPub,Corner,Gtl,Gilbert,Norm,Norm,1Fam,2Story,8,PConc,Ex,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,8,Typ,1,Gd,BuiltIn,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,2002,2002,2002.0,2009,0.0,12891,0.0,651.0,0.0,219.0,870.0,878,1126,0,2004,644.0,0,48,0,0,0,0,0,257500
1245,missing,Reg,Lvl,5,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Corner,Gtl,BrkSide,Norm,Norm,1Fam,1Story,6,BrkTil,TA,TA,No,30,RM,Pave,Unf,Unf,GasA,TA,N,SBrkr,0.0,0.0,1,0,2,1,TA,5,Typ,1,Gd,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,5,WD ,1926,1950,1926.0,2007,60.0,6180,0.0,0.0,0.0,960.0,960.0,986,0,0,986,180.0,0,128,0,0,0,0,0,102000
1246,Grvl,Reg,Bnk,7,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1.5Unf,7,PConc,TA,TA,No,45,RM,Pave,Unf,Unf,GasA,Ex,Y,FuseF,0.0,0.0,1,0,3,1,Gd,6,Typ,1,Gd,Attchd,Unf,1.0,TA,TA,N,missing,GdPrv,missing,6,WD ,1930,1950,1930.0,2007,57.0,7449,0.0,0.0,0.0,637.0,637.0,1108,0,0,1108,280.0,0,0,205,0,0,0,0,139400
1247,Grvl,Reg,Lvl,4,Gable,CompShg,Wd Sdng,Wd Sdng,None,TA,TA,AllPub,Corner,Gtl,OldTown,Artery,Norm,1Fam,1.5Fin,3,PConc,TA,TA,No,50,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Detchd,Unf,3.0,TA,TA,Y,missing,MnPrv,missing,1,WD ,1915,1950,1998.0,2006,60.0,10410,0.0,0.0,0.0,672.0,672.0,694,520,0,1214,936.0,216,0,160,0,0,0,0,105000
1248,missing,IR1,Lvl,6,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,Gd,Gd,AllPub,Inside,Mod,NAmes,Norm,Norm,1Fam,1Story,8,PConc,TA,Gd,Gd,20,RL,Pave,ALQ,Rec,GasA,Ex,Y,SBrkr,1.0,0.0,2,0,4,1,Gd,8,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1970,1970,1970.0,2007,95.0,15865,0.0,351.0,823.0,1043.0,2217.0,2217,0,0,2217,621.0,81,207,0,0,224,0,0,268000
1249,missing,IR1,Lvl,7,Flat,Tar&Grv,Plywood,Plywood,None,Gd,Gd,AllPub,CulDSac,Gtl,Edwards,Norm,Norm,1Fam,SLvl,6,CBlock,Gd,TA,Av,80,RL,Pave,Unf,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,0,4,1,Gd,8,Typ,1,Gd,Attchd,Unf,2.0,Gd,Gd,Y,Gd,GdPrv,missing,8,WD ,1966,1966,1966.0,2006,0.0,19690,0.0,0.0,0.0,697.0,697.0,1575,626,0,2201,432.0,586,236,0,0,0,738,0,274970
1250,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,Av,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,8,WD ,2005,2006,2005.0,2009,43.0,3182,16.0,16.0,0.0,1204.0,1220.0,1220,0,0,1220,397.0,100,16,0,0,0,0,0,180000
1251,missing,Reg,Lvl,9,Gambrel,CompShg,MetalSd,MetalSd,None,TA,Ex,AllPub,Inside,Gtl,OldTown,Norm,Norm,1Fam,2Story,7,BrkTil,TA,TA,No,70,RM,Pave,Rec,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,3,1,Gd,7,Typ,1,Gd,Detchd,Unf,2.0,TA,TA,N,missing,missing,missing,10,WD ,1928,2005,1928.0,2008,60.0,9600,0.0,141.0,0.0,548.0,689.0,689,689,0,1378,360.0,0,0,116,0,0,0,0,161000
1252,missing,Reg,Low,7,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,CBlock,missing,missing,missing,20,RL,Pave,missing,missing,GasA,Ex,Y,SBrkr,0.0,0.0,1,0,2,1,Gd,6,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,4,WD ,1946,2006,1946.0,2010,60.0,11100,0.0,0.0,0.0,0.0,0.0,930,0,0,930,308.0,0,0,0,0,0,0,0,84900
1253,missing,Reg,Lvl,5,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,2fmCon,1Story,5,CBlock,TA,TA,Av,190,RL,Pave,Rec,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,2,1,TA,5,Typ,0,missing,Attchd,Unf,1.0,TA,TA,Y,missing,missing,missing,4,WD ,1958,1958,1958.0,2010,70.0,13587,0.0,532.0,0.0,456.0,988.0,988,0,0,988,264.0,0,0,0,0,0,0,0,119000
1254,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Timber,Norm,Norm,1Fam,1Story,8,PConc,Ex,TA,Av,20,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,6,WD ,2005,2006,2005.0,2008,85.0,11447,674.0,1571.0,0.0,393.0,1964.0,1964,0,0,1964,892.0,0,265,0,0,0,0,0,370000
1255,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7,PConc,Gd,TA,No,20,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,7,WD ,2005,2006,2005.0,2007,64.0,7242,0.0,0.0,0.0,1270.0,1270.0,1270,0,0,1270,524.0,0,96,0,0,0,0,0,175900
1256,missing,Reg,Lvl,5,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,SawyerW,Feedr,Norm,Duplex,2Story,5,Slab,missing,missing,missing,90,RL,Pave,missing,missing,GasA,TA,Y,SBrkr,0.0,0.0,2,0,6,2,TA,12,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1979,1979,1979.0,2009,64.0,7018,0.0,0.0,0.0,0.0,0.0,1120,1120,0,2240,528.0,154,0,0,0,0,0,0,142953
1257,missing,IR2,Lvl,5,Gable,CompShg,BrkFace,BrkFace,None,Gd,TA,AllPub,FR2,Gtl,Veenker,Norm,Norm,TwnhsE,1Story,8,PConc,Gd,TA,Gd,120,RL,Pave,LwQ,ALQ,GasA,Ex,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,5,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1994,1995,1994.0,2007,50.0,9466,0.0,457.0,1037.0,0.0,1494.0,1494,0,0,1494,478.0,0,30,0,0,217,0,0,279700
1258,missing,Reg,Lvl,5,Gable,CompShg,BrkFace,BrkFace,None,TA,TA,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,CBlock,Fa,TA,Mn,20,RL,Pave,BLQ,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,1,Gd,Attchd,RFn,1.0,TA,TA,Y,missing,GdPrv,missing,3,WD ,1957,1957,1957.0,2006,70.0,8400,0.0,623.0,0.0,556.0,1179.0,1364,0,0,1364,331.0,0,60,0,0,0,0,0,132000
1259,missing,Reg,Lvl,5,Hip,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,9,PConc,Ex,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Ex,8,Typ,2,Ex,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,5,WD ,2000,2000,2000.0,2009,0.0,11050,204.0,904.0,0.0,536.0,1440.0,1476,677,0,2153,736.0,253,142,0,0,0,0,0,313000
1260,missing,Reg,Low,6,Gable,CompShg,MetalSd,MetalSd,None,TA,TA,AllPub,Inside,Mod,IDOTRR,Norm,Norm,1Fam,1.5Fin,4,CBlock,TA,TA,No,50,C (all),Pave,Rec,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,3,1,TA,7,Typ,0,missing,CarPort,Unf,1.0,TA,TA,Y,missing,missing,missing,9,COD,1920,1950,1994.0,2006,60.0,11040,0.0,637.0,0.0,0.0,637.0,897,439,0,1336,570.0,0,47,120,0,0,0,0,108000
1261,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,TA,TA,Y,missing,missing,missing,7,WD ,2003,2004,2003.0,2008,60.0,6931,92.0,0.0,0.0,746.0,746.0,760,896,0,1656,397.0,178,128,0,0,0,0,0,165400
1262,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,PosN,Norm,1Fam,2Story,6,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,8,WD ,1995,1995,1995.0,2006,65.0,12438,68.0,0.0,0.0,781.0,781.0,795,704,0,1499,473.0,413,91,0,0,0,0,0,187000
1263,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,NoRidge,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Ex,9,Typ,1,TA,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,7,WD ,1995,1996,1995.0,2009,174.0,15138,506.0,689.0,0.0,773.0,1462.0,1490,1304,0,2794,810.0,0,146,202,0,0,0,0,403000
1264,missing,IR1,Lvl,6,Gable,CompShg,Plywood,Plywood,BrkFace,TA,TA,AllPub,Inside,Gtl,NWAmes,Norm,Norm,1Fam,2Story,6,CBlock,TA,TA,No,60,RL,Pave,LwQ,Unf,GasA,TA,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1976,1976,1976.0,2007,0.0,12046,298.0,156.0,0.0,692.0,848.0,1118,912,0,2030,551.0,0,224,0,0,0,0,0,195000
1265,missing,IR1,Lvl,5,Hip,CompShg,WdShing,Wd Shng,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,SLvl,6,CBlock,TA,TA,Av,80,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,6,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,5,WD ,1961,1961,1961.0,2007,100.0,9600,291.0,600.0,0.0,618.0,1218.0,1254,0,0,1254,525.0,0,0,0,0,168,0,0,158500
1266,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,11,WD ,2002,2002,2002.0,2006,90.0,11367,210.0,932.0,0.0,133.0,1065.0,1091,898,0,1989,586.0,199,60,0,0,0,0,0,255000
1267,missing,IR1,Lvl,5,Gable,CompShg,BrkFace,MetalSd,None,TA,TA,AllPub,CulDSac,Gtl,Crawfor,Norm,Norm,1Fam,1Story,5,PConc,TA,TA,No,20,RL,Pave,Rec,Unf,GasA,Ex,Y,FuseA,0.0,0.0,2,1,3,1,TA,7,Typ,2,TA,Attchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,4,WD ,1956,1956,1956.0,2008,56.0,26073,0.0,1116.0,0.0,782.0,1898.0,1898,0,0,1898,484.0,0,51,224,0,0,0,0,236500
1268,missing,Reg,Lvl,6,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,5,CBlock,TA,TA,No,20,RL,Pave,BLQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,1,0,3,1,TA,5,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,11,WD ,1966,1966,1974.0,2007,65.0,7150,52.0,725.0,0.0,263.0,988.0,988,0,0,988,360.0,0,0,0,0,0,0,0,129250
1269,missing,IR1,Lvl,8,Gable,CompShg,BrkFace,Wd Sdng,None,TA,TA,AllPub,Inside,Gtl,Crawfor,Norm,Norm,1Fam,1Story,7,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,TA,Y,SBrkr,1.0,0.0,2,0,1,1,TA,6,Typ,2,TA,Attchd,Fin,2.0,TA,TA,Y,missing,GdWo,missing,3,WD ,1959,1997,1959.0,2010,100.0,15602,0.0,1247.0,0.0,254.0,1501.0,1801,0,0,1801,484.0,0,54,0,0,161,0,0,289000
1270,missing,Reg,Lvl,4,Gable,CompShg,Plywood,Plywood,None,TA,TA,AllPub,Inside,Gtl,Mitchel,Norm,Norm,Duplex,2Story,5,CBlock,missing,missing,missing,90,RL,Pave,missing,missing,GasA,TA,Y,SBrkr,0.0,0.0,2,2,4,2,TA,8,Typ,0,missing,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,11,WD ,1976,1976,1976.0,2008,76.0,10260,0.0,0.0,0.0,0.0,0.0,936,936,0,1872,484.0,0,0,0,0,0,0,0,100000
1271,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,4,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,1,WD ,2001,2001,2001.0,2007,0.0,12728,256.0,1198.0,0.0,333.0,1531.0,1531,908,0,2439,560.0,184,121,0,0,0,0,0,275000
1272,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Av,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1999,2000,1999.0,2008,96.0,11690,192.0,0.0,0.0,850.0,850.0,886,878,0,1764,560.0,120,29,0,0,0,0,0,207000
1273,missing,Reg,Lvl,8,Hip,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,AllPub,Corner,Gtl,NAmes,Feedr,Norm,1Fam,1Story,5,CBlock,TA,TA,Mn,20,RL,Pave,GLQ,Unf,GasA,Gd,Y,SBrkr,1.0,0.0,1,1,1,1,Gd,6,Typ,0,missing,Detchd,Unf,2.0,TA,TA,Y,missing,MnPrv,missing,10,WD ,1965,1998,1977.0,2006,71.0,9230,166.0,661.0,0.0,203.0,864.0,1200,0,0,1200,884.0,0,64,0,0,0,0,0,146000
1274,missing,Reg,Lvl,7,Gable,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,BrDale,Norm,Norm,Twnhs,2Story,6,CBlock,TA,TA,No,160,RM,Pave,ALQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,1,1,3,1,TA,6,Typ,0,missing,Detchd,Unf,1.0,TA,TA,Y,missing,missing,missing,7,WD ,1972,1972,1973.0,2006,21.0,1890,380.0,282.0,0.0,212.0,494.0,494,536,0,1030,264.0,0,0,0,0,0,0,0,116000
1275,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,TA,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,8,Typ,0,missing,Attchd,RFn,2.0,TA,TA,Y,missing,GdPrv,missing,2,WD ,1997,1998,1998.0,2009,0.0,9375,573.0,739.0,0.0,318.0,1057.0,1057,977,0,2034,645.0,576,36,0,0,0,0,0,219500
1276,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,Stone,Gd,TA,AllPub,Inside,Gtl,NridgHt,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,No,120,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,2,1,Gd,6,Typ,1,TA,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,11,WD ,2003,2003,2003.0,2009,48.0,3480,163.0,0.0,0.0,1405.0,1405.0,1405,0,0,1405,478.0,148,36,0,0,0,0,0,173000
1277,missing,Reg,Lvl,6,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1Story,4,CBlock,TA,TA,No,20,RL,Pave,ALQ,Unf,GasA,Ex,Y,FuseA,0.0,0.0,1,0,3,1,TA,6,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,missing,missing,4,WD ,1956,1956,1956.0,2009,0.0,17140,0.0,1059.0,0.0,75.0,1134.0,1229,0,0,1229,284.0,0,0,0,0,0,0,0,135000
1278,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,Attchd,RFn,2.0,TA,TA,Y,missing,missing,missing,6,WD ,2003,2003,2003.0,2007,70.0,8749,0.0,654.0,0.0,325.0,979.0,992,940,0,1932,610.0,0,120,0,0,0,0,0,213000
1279,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,TA,TA,AllPub,Inside,Gtl,Sawyer,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,Rec,Unf,GasA,TA,Y,SBrkr,0.0,0.0,1,0,3,1,Gd,6,Typ,1,TA,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,10,WD ,1954,1995,1954.0,2007,91.0,11375,0.0,736.0,0.0,231.0,967.0,1299,0,0,1299,494.0,81,0,280,0,0,0,0,150000
1280,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,PConc,Ex,TA,Av,120,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,2.0,0,2,2,1,Gd,7,Typ,1,Gd,Attchd,Fin,3.0,TA,TA,Y,missing,missing,missing,2,New,2006,2007,2006.0,2007,53.0,3922,72.0,0.0,0.0,1258.0,1258.0,1402,0,0,1402,648.0,120,16,0,0,0,0,0,194201
1281,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Blmngtn,Norm,Norm,TwnhsE,1Story,7,PConc,Gd,TA,No,120,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,0,1,1,Gd,7,Typ,1,Gd,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,5,WD ,2005,2006,2005.0,2009,43.0,3182,16.0,16.0,0.0,1330.0,1346.0,1504,0,0,1504,457.0,156,0,0,0,0,0,0,181000
1282,missing,Reg,Lvl,6,Gable,CompShg,MetalSd,MetalSd,BrkFace,TA,TA,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,Rec,Unf,GasA,Gd,Y,SBrkr,0.0,0.0,1,1,4,1,TA,7,Typ,0,missing,Attchd,RFn,1.0,TA,TA,Y,missing,missing,Shed,4,COD,1958,1958,1958.0,2007,75.0,9750,243.0,608.0,0.0,834.0,1442.0,1442,0,0,1442,301.0,0,0,275,0,0,0,500,157900
1283,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Corner,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,Mn,60,RL,Pave,GLQ,Unf,GasA,Ex,Y,SBrkr,1.0,0.0,2,1,3,1,Gd,7,Typ,1,TA,Attchd,Fin,2.0,TA,TA,Y,missing,missing,missing,9,WD ,1999,2000,1999.0,2006,72.0,13426,0.0,894.0,0.0,57.0,951.0,951,828,0,1779,586.0,208,107,0,0,0,0,0,217000
1284,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,8,PConc,Gd,TA,Mn,60,FV,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,9,Typ,1,Gd,Attchd,RFn,3.0,TA,TA,Y,missing,missing,missing,5,WD ,2005,2006,2005.0,2009,85.0,10574,0.0,0.0,0.0,1082.0,1082.0,1082,871,0,1953,1043.0,160,50,0,0,0,0,0,252000
1285,missing,Reg,Lvl,5,Gable,CompShg,VinylSd,VinylSd,None,Gd,TA,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,4,1,Gd,8,Typ,0,missing,BuiltIn,RFn,2.0,TA,TA,Y,missing,missing,missing,9,WD ,2002,2002,2002.0,2006,70.0,8726,0.0,0.0,0.0,872.0,872.0,872,1037,0,1909,529.0,0,108,0,0,0,0,0,197000
1286,missing,IR1,Lvl,5,Gable,CompShg,VinylSd,VinylSd,BrkFace,Gd,TA,AllPub,Inside,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7,PConc,Gd,TA,No,60,RL,Pave,Unf,Unf,GasA,Ex,Y,SBrkr,0.0,0.0,2,1,3,1,Gd,7,Typ,1,Gd,BuiltIn,Fin,2.0,TA,TA,Y,missing,missing,missing,9,WD ,2004,2005,2004.0,2009,62.0,7984,200.0,0.0,0.0,868.0,868.0,868,762,0,1630,436.0,120,48,0,0,0,0,0,189500
1287,Grvl,Reg,Lvl,7,Gable,CompShg,Stucco,Stucco,None,TA,TA,AllPub,Inside,Gtl,Edwards,Norm,Norm,1Fam,1.5Fin,5,BrkTil,TA,TA,No,50,RL,Pave,Unf,Unf,GasW,Gd,Y,SBrkr,0.0,1.0,1,1,3,1,Fa,7,Typ,0,missing,Detchd,Unf,1.0,TA,TA,P,missing,missing,missing,7,WD ,1918,1950,1955.0,2006,45.0,8248,0.0,0.0,0.0,686.0,686.0,686,564,0,1250,280.0,207,0,96,0,0,0,0,116000
1288,missing,Reg,Lvl,5,Hip,CompShg,HdBoard,HdBoard,BrkFace,TA,TA,AllPub,Inside,Gtl,NWAmes,Feedr,Norm,1Fam,1Story,6,CBlock,TA,TA,No,20,RL,Pave,ALQ,Rec,GasA,TA,Y,SBrkr,1.0,0.0,1,1,3,1,TA,6,Typ,2,Gd,Attchd,Unf,2.0,TA,TA,Y,missing,missing,missing,6,WD ,1963,1963,1963.0,2010,0.0,9790,451.0,569.0,81.0,678.0,1328.0,1328,0,0,1328,528.0,0,26,0,0,0,0,0,143000
